squareMeters,numberOfRooms,hasYard,hasPool,cityPartRange,numPrevOwners,made,isNewBuilt,hasStormProtector,basement,garage,hasStorageRoom,price
82910,41,0,0,10,7,1995,0,1,9869,273,1,8295330.5
43215,68,1,0,4,9,1998,1,1,1384,535,0,4323726.8
21597,45,0,0,3,6,2015,1,0,5714,649,0,2161065.5
958,48,1,0,7,4,2016,1,1,575,740,1,99445.6
11904,59,0,1,4,2,1993,1,0,9794,813,1,1198851.3
63693,10,1,0,10,8,2005,0,1,4171,574,1,6379693.5
15555,13,0,0,4,2,2014,0,0,4754,398,0,1558805.4
88308,31,1,0,4,7,2014,1,1,524,637,1,8838121.4
72161,65,0,0,5,7,1998,0,0,9148,765,0,7225761.8
48684,47,0,0,4,10,1995,1,1,3821,127,0,4870243.5
37494,32,0,0,9,3,2006,0,0,507,447,0,3752888.6
87587,80,0,0,5,7,2011,0,0,4857,713,1,8761570.1
19507,46,1,0,3,6,2010,1,1,690,760,0,1955298.0
63600,7,1,1,6,6,2018,0,1,305,101,0,6369418.8
73482,65,0,0,8,5,2013,0,0,6813,900,1,7351375.3
43020,3,0,1,2,9,2012,0,1,2367,946,1,4306904.2
58949,9,0,0,7,9,1996,1,0,9186,380,0,5897197.6
84431,72,0,0,4,6,1996,1,0,3882,727,0,8445624.6
26299,53,0,0,10,10,2020,1,1,1857,224,0,2638300.0
73073,66,0,1,10,8,2003,0,0,5066,305,0,7317758.3
73031,1,0,1,4,10,1993,0,1,8249,966,1,7309235.3
13283,67,1,0,9,9,1998,0,0,749,411,0,1334061.8
5086,54,0,0,6,1,2003,1,0,5717,145,1,516329.3
15880,4,0,0,10,2,2016,1,0,9337,811,1,1591475.6
99093,39,1,0,2,8,2012,0,1,7447,207,0,9914508.2
56701,60,1,1,6,2,2008,0,0,9778,396,0,5673882.8
9920,82,0,1,9,8,1997,1,1,6475,398,1,996888.7
7228,22,1,1,5,2,1992,1,1,7826,695,1,737118.2
18684,79,1,0,8,7,1990,0,0,501,897,0,1877347.0
36297,52,1,1,7,7,2017,1,0,1214,387,0,3637736.7
29753,69,1,1,7,4,2017,1,1,1025,524,1,2986236.7
16915,1,1,0,7,8,2006,0,1,5580,600,0,1701274.6
11593,40,1,0,7,9,1997,0,0,490,195,0,1166355.7
76658,24,1,1,7,8,2020,1,1,9433,286,1,7674076.0
28436,50,0,1,5,6,1999,1,1,3497,366,0,2848381.9
22461,85,0,1,6,3,2019,1,0,5513,943,1,2255310.9
59071,87,0,0,6,7,2012,1,1,7221,742,0,5909009.2
78010,16,1,1,8,8,1994,1,1,9159,286,0,7809768.4
14079,32,1,1,6,1,1991,1,1,3291,276,1,1419421.1
68726,93,1,1,10,5,2004,1,1,381,378,1,6881563.4
37856,97,1,0,6,7,1998,1,0,5501,647,1,3792661.8
2789,83,1,0,8,2,2014,1,0,4719,310,1,283446.4
11512,93,0,0,7,6,2012,0,1,8834,279,0,1152954.2
82377,82,1,0,4,9,1997,0,0,1171,336,1,8241773.7
99648,97,0,1,10,8,1996,0,1,6343,453,0,9971099.6
68269,16,0,1,6,6,2017,0,0,2860,867,1,6835405.7
48831,69,0,1,3,9,2015,0,0,634,634,1,4889109.5
96228,54,1,0,6,2,2017,1,0,759,724,1,9627177.7
36936,97,1,0,8,2,2002,0,0,1375,688,1,3697084.2
93217,54,0,0,1,5,1997,0,1,4686,696,0,9328799.7
70715,49,1,0,3,3,2001,0,1,1556,741,1,7076608.1
33512,28,1,0,4,8,2007,1,0,1795,587,0,3355634.7
61587,25,1,0,9,8,2011,1,1,19,281,0,6167753.1
32910,67,1,1,3,10,2010,0,1,6957,697,1,3301042.0
64963,33,1,0,6,3,2014,0,1,3190,317,1,6500685.4
35519,100,1,1,2,2,2003,0,1,2339,910,0,3558953.3
56501,81,0,0,5,7,2000,1,1,4877,798,0,5651274.0
35005,23,1,1,3,4,2011,0,0,248,807,1,3507342.1
44969,89,0,0,8,2,1995,1,0,438,422,0,4502396.5
16460,93,1,0,6,10,2009,0,0,1016,792,0,1660482.9
9155,41,1,1,6,1,1994,1,1,4976,471,0,922517.4
52646,91,1,0,9,6,2001,1,0,6433,911,1,5272375.1
74623,98,1,0,7,7,2019,1,0,9494,549,1,7477062.9
24547,69,1,1,9,2,2006,1,1,640,727,1,2463506.6
64492,84,1,1,1,3,2014,1,0,5273,324,1,6459748.4
45989,84,1,1,5,5,2008,1,1,5937,354,1,4611619.8
79549,44,1,1,6,4,2014,0,0,4168,513,1,7961296.4
82284,19,0,1,1,4,2015,1,0,3292,850,1,8236956.5
48240,65,1,0,10,1,2004,0,1,993,909,1,4831157.4
663,59,0,0,10,3,1990,0,1,2348,260,0,67550.0
46505,63,1,0,8,2,2013,0,0,8982,741,0,4654841.3
47651,32,0,0,8,7,2014,0,0,8258,996,1,4768941.4
85811,70,1,1,3,5,1999,1,0,8142,552,1,8594337.9
60936,91,1,0,6,8,2016,1,0,7581,577,0,6098399.6
42407,33,0,0,1,2,2021,1,1,9083,639,0,4247458.1
84181,78,0,1,7,1,2000,0,1,3900,345,0,8420281.0
86680,94,0,1,2,4,2001,1,1,90,171,1,8672197.1
4690,15,1,1,8,2,2014,1,0,8543,987,1,474716.4
49779,77,1,1,10,5,2006,1,1,1112,883,0,4986710.6
32204,3,0,1,9,6,2001,0,0,3308,654,0,3226023.1
6547,93,0,0,2,7,2021,0,0,719,884,1,657002.1
5801,42,1,0,5,1,2006,0,0,8627,857,1,587160.6
49033,67,0,1,9,10,2020,1,0,4774,731,1,4913241.0
22468,61,0,0,2,10,2013,0,0,7138,337,0,2248298.3
73885,47,0,1,8,7,2019,1,0,6657,562,0,7393278.9
10252,49,0,1,9,3,2017,0,0,8455,994,0,1030176.7
57639,65,1,1,1,8,2002,1,0,8125,973,0,5769167.2
3802,10,0,0,2,4,1991,0,1,3153,619,1,388147.1
68862,78,1,0,4,9,2017,0,1,3064,962,0,6891082.7
30312,65,1,0,9,6,1996,1,0,2308,930,1,3038342.6
1256,2,1,0,10,9,2008,0,1,4159,390,0,130440.8
74893,94,1,0,2,8,2020,1,1,4898,355,0,7494261.0
99125,99,1,0,3,1,1998,0,1,9298,556,0,9916436.8
99104,77,1,1,8,2,2001,1,1,8965,327,1,9922700.1
31644,35,0,1,2,4,2013,1,1,3968,842,1,3169499.3
84789,50,0,1,9,6,1992,0,0,9782,857,0,8484814.2
71807,99,1,0,4,6,1996,0,1,6710,415,1,7193582.6
57412,53,1,0,4,9,2013,0,1,4079,538,1,5747107.3
14921,74,0,0,6,2,1995,0,1,3884,431,1,1496575.5
65830,45,1,0,5,6,2017,0,1,2759,205,0,6587835.7
84872,55,1,1,8,10,2005,0,1,7968,836,0,8500395.5
30877,44,1,0,5,5,2001,0,1,4957,829,0,3089945.1
9642,33,1,0,6,10,2021,1,0,9423,949,1,971897.1
53798,78,0,1,4,4,1993,1,1,1249,461,1,5386875.3
82733,48,1,1,9,10,2018,1,0,2073,869,0,8287927.8
99670,35,1,0,2,6,2009,1,1,9428,140,1,9974144.9
95968,59,1,1,1,8,2019,1,0,7779,749,0,9609048.9
31357,85,1,0,2,9,2017,1,1,3115,248,1,3141062.7
5012,77,1,1,3,6,2018,1,0,8597,735,0,511059.8
32088,25,0,0,4,1,2018,1,0,51,527,0,3216535.8
99355,81,1,1,2,8,1994,0,0,6968,950,1,9940016.4
98940,15,1,1,5,3,2015,0,1,5891,877,0,9899873.5
78916,18,1,0,10,8,2009,1,0,7306,242,0,7897498.9
31844,5,0,0,4,6,2008,1,0,7904,624,1,3190358.8
46367,77,1,1,2,1,2014,1,1,3806,469,1,4641159.4
73889,32,1,1,4,3,1996,1,1,3758,469,1,7403420.6
27769,42,1,1,10,10,2012,1,1,162,869,0,2791895.2
19911,8,1,1,9,4,2016,0,1,5802,623,0,1997090.6
44513,65,0,1,3,4,2013,1,1,425,813,0,4457776.3
54631,69,1,1,3,6,2006,0,1,3289,686,0,5471295.6
49806,15,1,0,7,7,2021,1,0,1547,504,1,4983577.1
3289,89,0,0,5,10,1992,0,1,5883,261,1,330701.2
17109,89,0,1,4,1,2020,0,0,2929,831,1,1719159.0
65046,86,0,0,9,5,2001,1,1,9300,877,1,6506466.1
47264,21,1,1,1,3,1993,0,1,9201,707,0,4737385.3
13898,96,0,0,5,1,2007,1,1,1816,534,1,1393356.7
9750,84,0,1,2,3,1999,1,1,8075,831,1,982119.9
60238,99,0,0,6,7,2010,1,0,7210,782,1,6028617.0
39591,48,1,1,10,9,2021,1,0,1971,266,1,3967203.1
58046,61,1,1,10,5,2001,0,1,9252,779,1,5811902.1
54694,75,1,0,9,8,1996,0,0,7413,347,0,5478956.6
26864,34,0,0,3,4,2001,1,0,6504,191,0,2692368.1
71657,2,0,1,6,3,2012,1,0,6036,577,0,7170264.2
43524,58,0,0,7,10,2003,0,1,9143,815,0,4354494.3
65357,83,0,0,4,1,1990,0,0,959,821,0,6536555.0
1664,52,1,1,10,7,1992,1,1,8348,950,0,174007.2
18349,49,1,1,8,8,1997,1,1,5649,313,1,1844863.7
47870,23,1,1,6,1,2018,0,0,3903,933,0,4795565.8
61761,77,0,0,8,4,2014,1,0,2530,942,0,6177711.4
99266,80,1,1,2,10,2016,0,1,3627,871,1,9932775.6
85512,64,1,1,4,10,1994,1,0,4707,302,0,8560263.4
97392,48,0,1,10,9,2016,1,1,2771,167,0,9746606.6
91440,98,0,0,10,1,1994,0,1,6253,743,1,9150599.4
51813,48,0,0,8,5,2009,1,1,5255,278,1,5187344.9
22601,79,1,1,8,8,2012,1,1,4345,139,1,2268497.2
34901,13,0,0,1,7,2010,0,0,9079,296,0,3493455.0
74300,50,1,0,10,9,1991,0,1,8604,109,1,7436179.1
6178,4,0,1,5,5,2019,1,1,9278,763,1,625784.9
42873,48,1,1,5,2,1999,0,0,445,689,0,4295566.9
38172,58,0,1,4,4,1997,0,1,8394,432,1,3822350.7
25624,79,1,0,10,7,1992,1,0,846,277,0,2566661.2
78765,84,1,0,4,7,2011,1,0,3294,463,1,7886131.1
28911,58,1,1,8,8,1991,0,1,1565,953,0,2902639.1
58492,82,1,1,10,3,2005,0,1,8483,829,1,5860459.5
38075,72,0,1,2,3,1995,0,1,9309,420,0,3812421.5
41371,14,0,0,5,1,2013,0,0,605,458,1,4139663.3
35522,94,0,1,1,6,1994,0,0,3373,839,1,3554423.4
52856,3,1,0,3,9,2013,0,1,7308,540,0,5289891.3
28988,14,1,0,2,6,2014,0,0,9968,977,1,2907130.4
56555,90,1,1,9,1,1990,0,0,9438,901,1,5668603.0
52254,56,0,0,8,2,2005,0,1,7979,677,0,5230022.5
32879,88,0,1,4,2,2021,1,1,8045,229,0,3299134.1
25012,61,1,0,6,4,2014,0,1,4770,735,1,2503623.4
4865,61,1,0,10,7,1999,1,0,9281,932,1,491173.9
49395,20,0,0,4,7,2015,1,0,6387,415,0,4941101.5
10606,76,0,1,8,9,1996,0,1,6543,957,1,1064850.6
63724,30,1,1,10,4,2012,1,1,189,648,0,6378709.2
33956,92,0,1,9,7,2001,0,0,8896,480,1,3404280.1
82900,16,0,0,4,7,2001,0,0,8720,235,0,8292317.1
93319,53,1,0,9,8,2018,1,0,4258,362,0,9338497.8
95160,71,1,0,7,1,2001,1,0,756,233,0,9522790.1
59498,94,0,0,9,9,1998,0,1,4482,927,1,5952425.8
148,91,0,0,6,9,1992,1,1,6618,939,1,16799.2
67709,82,1,0,7,10,1992,0,0,2723,535,1,6776316.2
93224,34,0,1,7,1,2019,1,0,1871,765,0,9329864.9
76183,69,0,0,9,2,1996,0,1,2290,648,0,7620092.6
37132,24,0,0,1,1,2009,1,0,6546,797,1,3714296.9
66993,81,1,1,3,1,2016,0,1,548,954,1,6710225.6
82244,92,0,1,7,5,2000,1,1,4073,355,0,8228737.0
29370,13,0,0,4,4,2002,0,1,3746,797,0,2938725.2
66129,76,0,0,8,4,2020,0,0,6552,670,1,6615134.0
29846,50,0,0,2,8,1998,0,0,3839,580,0,2985095.8
64108,67,0,1,1,3,1992,1,1,7326,898,0,6423668.2
2850,42,1,0,2,3,2012,1,0,3800,984,0,290875.2
35652,48,0,0,9,3,1996,1,0,9009,716,0,3569151.6
10932,28,0,0,1,8,2007,0,0,5345,377,1,1094185.7
58914,54,1,1,1,2,2017,0,1,5801,869,0,5899786.7
12018,4,1,0,3,9,2006,0,1,6066,563,1,1213311.6
91395,16,0,0,8,9,2008,0,0,6930,165,0,9141900.8
73956,23,1,0,3,5,2006,1,1,5045,493,0,7400410.6
49421,26,0,0,4,7,2020,1,1,8763,746,0,4943342.0
55529,15,1,1,4,3,2008,0,0,6197,931,1,5558926.8
43547,84,0,1,10,1,2016,1,0,5388,267,1,4358059.6
28554,21,0,0,10,4,2012,0,0,4742,155,1,2856686.2
85341,52,1,0,3,3,2004,0,1,8479,884,1,8538869.4
60826,54,1,0,3,2,2016,0,0,8428,296,0,6087968.6
1863,16,1,1,7,5,2010,1,0,2578,490,0,190783.0
59476,59,1,0,4,2,2018,0,0,6291,800,1,5950982.8
85493,67,1,1,7,7,2013,0,1,1747,758,1,8557738.3
5808,56,0,0,1,5,2014,1,1,3004,797,1,582907.4
50673,69,1,1,6,3,2015,0,1,6732,974,1,5076210.5
62802,20,0,1,9,8,2020,0,1,991,866,1,6283765.0
67977,32,1,0,9,5,2009,0,1,3897,937,0,6803875.9
61217,43,1,1,10,2,2015,1,0,3710,905,0,6134485.5
40207,90,1,1,8,1,2018,1,1,2099,778,1,4029373.8
69142,16,0,0,6,7,2005,1,1,8568,340,0,6916927.5
80596,84,0,1,8,2,1999,0,0,2388,984,1,8065721.9
54473,9,1,0,1,3,2015,1,0,4560,835,0,5452279.5
51271,33,1,1,5,7,1993,0,0,5684,686,0,5139928.3
14809,58,0,1,5,10,2015,1,0,5452,823,0,1486480.5
59144,53,1,1,2,7,2020,0,1,5313,130,1,5922786.0
7791,21,1,0,6,10,1998,1,0,5524,780,1,785517.8
54266,54,0,0,3,4,1997,1,1,9620,601,1,5427669.7
59547,97,0,1,7,2,2016,1,0,2680,946,0,5967994.6
32813,92,1,1,7,1,1990,1,0,9189,618,1,3286268.0
34154,100,0,0,5,2,1998,0,1,308,538,1,3423970.8
50093,28,0,1,3,7,2001,1,0,9193,413,0,5014755.1
57133,23,1,1,2,8,2019,1,0,4136,469,1,5718350.9
72829,91,0,0,7,4,2020,1,0,7696,417,0,7287180.0
44461,91,1,1,4,6,2015,1,0,6427,532,1,4454468.5
81789,84,1,0,8,8,1995,1,1,2452,780,1,8184845.5
87821,14,1,0,8,7,2004,0,1,3079,776,1,8788809.4
38704,27,1,1,2,1,1998,0,1,4998,960,1,3882049.8
50478,34,0,0,10,8,2015,1,0,5532,711,1,5048822.5
72170,33,0,1,5,7,2020,1,0,1139,627,0,7229974.0
42770,9,0,1,7,9,2002,0,1,2424,896,1,4281356.2
2226,73,1,0,3,5,2000,0,1,4784,711,1,224310.0
73741,14,0,1,2,6,2007,0,0,5012,314,1,7377791.7
55785,82,1,0,10,5,2010,1,1,1954,632,0,5590650.0
53812,56,0,1,2,10,1999,1,1,4090,976,0,5390255.9
70492,3,0,0,3,10,2019,1,1,7131,676,0,7054127.9
70577,22,0,1,9,9,2005,1,0,8860,128,1,7064452.5
37879,52,1,1,1,7,2004,0,1,3443,851,0,3804577.4
36559,78,0,0,5,9,2007,0,0,3961,325,0,3658559.7
97087,98,1,0,8,2,2008,1,1,6678,719,1,9716102.8
62816,59,1,1,8,6,2010,1,1,7894,116,0,6295641.0
54843,45,0,0,8,2,2015,0,1,8934,703,1,5486701.5
79853,45,0,0,6,3,1994,1,1,5601,975,0,7987746.4
23119,1,1,0,9,2,2004,1,0,4103,410,1,2316639.4
10320,55,1,0,6,2,2002,0,1,1545,692,0,1038005.2
17353,2,0,0,7,1,1993,1,1,1509,628,0,1740330.3
73196,19,0,1,3,5,2011,0,0,7389,114,1,7325901.1
83934,54,1,1,10,3,2001,0,0,555,999,0,8400357.1
99177,51,1,0,8,2,2004,0,1,9729,403,1,9926523.4
84466,92,1,1,7,10,2011,0,1,6674,986,0,8456570.1
50619,37,1,1,10,10,2019,0,0,9207,314,0,5071031.9
76541,99,1,0,5,9,2000,0,1,1272,166,1,7656647.0
64105,57,0,1,7,6,1991,0,0,4995,462,1,6419376.1
39786,47,0,0,4,3,2021,0,0,5675,677,1,3984007.1
52370,73,0,1,9,8,1997,1,0,9018,625,1,5242857.7
21722,58,0,0,9,8,2020,0,1,9978,951,1,2173827.0
62686,39,0,1,1,2,1994,1,1,4240,759,1,6272659.4
64087,83,1,0,5,4,2010,1,1,8720,404,0,6414075.0
25972,7,1,0,8,2,2021,1,0,641,838,0,2600292.1
10830,28,0,1,5,8,2006,0,1,5829,439,0,1093719.6
82065,96,1,1,4,10,2012,0,0,8017,767,0,8217209.2
66972,19,0,1,4,3,2009,1,1,7292,967,0,6701382.9
96871,55,0,0,5,8,1996,0,0,7309,122,1,9690783.6
52554,82,0,1,4,6,2011,0,1,180,363,0,5260061.1
76017,90,0,0,5,3,2005,1,1,810,877,0,7603441.5
76097,46,0,1,5,3,2020,1,0,3337,337,0,7616002.0
99254,85,1,0,6,10,2004,0,0,8706,690,1,9931071.4
26952,86,0,0,1,10,2006,1,1,3036,477,0,2698982.6
36968,27,1,1,10,7,2002,1,1,2785,381,1,3711515.2
71610,90,1,0,1,2,1990,1,0,4871,745,1,7169819.0
50252,4,1,0,6,10,2014,0,1,662,278,1,5033342.4
78254,61,0,0,3,9,1990,0,1,6303,422,0,7831345.0
11933,49,1,1,9,3,2005,0,1,8801,140,0,1201065.5
58069,91,1,1,7,7,2004,0,0,4432,671,0,5819120.4
47580,45,0,1,9,7,1995,1,1,2195,441,1,4768584.5
45747,84,0,0,10,4,1992,0,1,7612,535,1,4579479.2
38515,51,1,1,6,1,2003,1,0,5275,596,1,3865010.3
91204,91,1,1,7,2,1990,0,1,1974,994,1,9127495.0
38425,20,1,1,5,10,2015,0,0,7704,837,0,3858124.5
20537,98,0,0,2,1,1994,0,1,7671,610,0,2056267.4
67462,52,1,0,2,3,2008,1,1,5585,655,0,6754742.8
32282,85,1,0,10,7,2008,0,1,8348,944,1,3231758.8
63380,30,1,0,3,7,1994,0,0,495,687,0,6341950.4
49322,8,0,0,4,3,2017,1,0,3508,600,0,4940658.7
72935,57,0,1,6,4,2012,1,1,1099,113,0,7298657.2
34410,29,1,0,6,2,2015,1,1,1461,568,0,3445264.5
40790,69,0,0,8,8,2002,0,1,9799,745,1,4080340.2
65260,34,1,0,3,10,1996,0,1,1777,683,0,6534195.6
43189,41,0,1,8,6,1990,0,0,7762,928,1,4326117.0
40416,14,1,1,8,9,1990,0,0,289,895,1,4050909.0
31202,12,0,0,1,4,1993,0,1,1116,368,1,3121833.3
72688,74,1,0,6,6,2019,0,1,1941,378,1,7275937.9
27119,77,0,1,6,1,2000,1,1,380,647,0,2717313.0
24916,36,0,0,3,3,2010,1,0,2931,523,1,2496771.0
88545,38,0,1,8,4,1993,1,1,5715,586,1,8860039.3
92102,30,0,0,10,4,1999,1,1,6612,340,0,9213411.9
90204,18,0,1,10,8,2017,0,1,4559,889,1,9025058.7
97867,19,1,1,7,4,1997,1,0,3965,805,0,9799102.7
70197,56,0,1,4,6,2000,0,1,3200,177,0,7027634.0
60153,39,0,1,5,8,1992,0,1,5712,207,1,6018727.2
71824,30,0,0,1,10,1997,1,0,543,901,0,7190229.7
96478,98,1,0,9,7,1993,0,0,2204,847,1,9661311.3
93756,43,0,1,10,8,2001,0,0,5339,627,1,9378616.1
99170,33,1,1,9,3,2014,1,1,8170,728,0,9924309.4
11778,42,0,1,9,2,2001,0,1,2254,833,1,1185823.1
91109,59,0,0,7,7,2005,1,1,1221,930,0,9113552.5
71985,49,0,1,1,10,2016,0,0,5614,568,1,7207321.6
10978,24,1,1,4,4,1998,0,0,5786,427,1,1108254.8
24086,30,0,1,2,10,2014,0,1,8094,907,1,2410817.4
92058,66,0,1,5,6,1997,1,1,9933,839,1,9212309.7
32017,81,0,1,5,10,2010,0,1,1912,863,0,3205104.0
36564,51,0,0,10,5,2010,0,1,2823,220,1,3657736.0
96719,96,1,1,7,3,2020,1,0,9415,928,1,9685049.0
79851,83,1,1,5,3,1998,1,1,3647,997,0,7995217.8
79673,66,0,1,3,7,1992,1,1,6484,906,1,7981527.2
40200,51,1,1,1,5,2006,0,1,8674,386,0,4028239.6
54936,64,0,0,1,8,2002,0,1,4655,352,0,5502510.2
65975,54,1,0,6,6,1992,1,1,6457,785,0,6603622.2
66713,10,0,0,3,10,2006,1,1,7410,399,1,6673050.6
80415,21,1,0,9,6,2007,1,0,4326,360,1,8053263.7
48057,4,1,1,9,2,2011,1,0,6503,121,1,4811373.1
45140,28,0,0,10,8,1993,1,1,7134,319,1,4520881.3
70896,81,0,0,6,6,1990,1,0,497,869,0,7098171.0
20492,15,1,1,2,4,1993,1,1,833,475,0,2062026.3
82196,64,1,1,3,1,1990,0,1,5632,167,0,8227719.0
83530,25,0,1,4,2,1999,1,1,9247,394,0,8358735.9
57838,32,1,1,10,4,2002,1,0,4170,286,0,5793020.2
12632,47,1,0,2,1,2012,0,1,2646,633,1,1271361.2
13254,91,1,0,2,1,2014,0,0,1937,506,1,1333885.4
90078,66,1,1,2,7,2004,0,1,6583,310,0,9016393.4
54765,75,0,0,6,1,2013,0,1,6543,101,0,5478329.3
4596,97,1,0,3,5,2014,1,0,3971,394,0,465858.4
19575,90,0,0,2,9,2013,1,0,4566,306,1,1959201.3
77661,24,1,0,8,5,2013,0,0,6681,713,0,7775177.3
5239,100,1,0,3,4,1993,0,1,3509,421,1,529032.3
65630,31,1,0,5,2,2020,0,0,6187,290,0,6566530.0
62478,45,0,0,6,9,2000,0,0,736,980,1,6249752.0
63434,99,0,1,1,3,2003,0,1,524,556,0,6351082.3
16003,28,1,0,5,3,1995,1,0,6293,171,1,1606578.5
49942,64,1,0,10,3,1990,1,1,4558,585,0,5001819.0
1405,96,1,1,8,4,1998,0,1,6851,538,0,148112.8
15232,4,1,0,5,6,1994,0,1,3372,816,1,1528469.4
96577,68,1,0,7,9,2010,1,0,9459,395,0,9662991.0
11986,69,1,1,1,1,2001,1,0,2322,555,0,1204666.1
41392,20,1,1,4,9,1991,1,0,1803,491,0,4151181.1
57118,31,1,1,2,5,2018,1,1,5712,353,0,5718957.8
74880,34,1,0,9,6,2003,0,1,4015,425,0,7497502.3
50989,97,0,1,8,7,2012,0,0,9441,326,1,5105808.2
65752,15,0,1,1,4,2020,1,1,2809,724,0,6583468.0
49786,71,0,1,9,9,2004,1,0,5478,563,0,4984145.4
96381,73,1,0,8,3,1997,0,0,4337,817,0,9642408.7
53097,98,1,0,2,5,2005,0,1,428,737,0,5315665.5
50846,44,1,1,10,1,2001,0,1,2903,660,1,5091984.1
61856,17,1,0,8,1,1999,1,0,8735,887,1,6199110.9
2685,31,1,1,6,1,2010,1,0,5553,188,0,274819.0
24021,4,1,0,2,7,1997,1,0,804,354,1,2407456.7
72068,71,1,1,9,6,1992,0,0,3751,991,0,7221629.2
74729,92,1,1,2,9,2000,1,1,5584,274,1,7486919.0
45242,27,0,0,8,9,2003,1,0,529,120,1,4527632.3
350,65,0,0,5,7,2020,1,1,9872,345,0,37972.0
42179,11,0,0,6,3,1999,1,1,9985,442,1,4221359.9
71973,32,0,1,10,3,2012,0,1,2596,575,1,7201696.2
19237,62,0,0,5,3,2012,0,1,4135,888,1,1931115.2
98728,55,1,1,9,3,2011,0,1,4040,538,0,9880299.1
38044,67,1,1,4,9,2007,0,0,5926,944,0,3812193.7
20862,4,1,1,6,6,2007,1,0,1330,543,0,2098549.7
72815,54,0,1,7,9,2015,1,1,9419,376,1,7287721.5
72510,70,1,0,10,7,2021,0,1,6583,788,1,7255056.1
51474,68,1,1,8,1,2000,0,1,8908,999,0,5157614.0
46945,63,1,0,2,3,1993,1,0,9900,652,0,4702996.3
13714,36,1,0,2,1,2005,0,0,8417,704,1,1373673.5
29749,97,0,1,5,2,2003,1,0,8565,717,1,2981571.3
80167,68,1,0,10,2,2018,1,1,4641,748,1,8021140.8
63829,29,0,0,4,6,2021,0,0,1612,535,1,6388502.1
57372,33,1,1,1,5,1998,1,0,3125,630,1,5748423.8
46195,77,0,0,10,9,1990,1,1,4603,678,0,4622073.0
55049,8,1,0,1,3,2005,1,0,4434,468,0,5509865.5
8256,7,1,0,10,1,2005,0,0,1713,510,1,831710.5
68311,38,1,1,7,8,2005,1,1,635,746,1,6839967.5
89885,93,0,0,7,3,2004,1,0,6599,487,1,8992850.4
38535,59,0,0,3,7,2015,1,1,1175,103,0,3855421.5
18109,31,1,1,2,3,2000,1,1,574,774,0,1820065.0
18487,6,0,0,8,2,2009,0,0,5262,228,1,1856865.9
42276,4,0,0,3,3,2006,0,0,9884,586,0,4229850.6
48344,34,0,0,4,10,2004,1,1,1072,564,1,4836340.4
68573,45,1,0,5,4,2014,1,1,1709,691,1,6861756.4
43577,64,1,1,10,2,1993,0,0,6517,298,1,4366538.3
8584,46,1,1,6,6,1999,1,0,9855,615,1,873709.9
56240,94,0,0,8,5,2007,1,1,8495,727,0,5627160.7
44976,88,0,0,8,3,1997,1,1,9885,526,1,4504969.7
53653,21,1,1,4,6,1990,0,0,4507,412,1,5371906.0
52384,39,0,1,5,9,2012,0,0,3525,230,1,5247146.2
54907,90,1,1,9,5,2003,0,1,7442,874,0,5495099.3
92106,87,1,1,4,6,2014,0,0,8205,621,1,9224115.4
53404,98,0,0,2,4,1999,1,0,802,225,1,5343461.9
3033,98,1,0,10,3,1997,1,1,8290,200,0,312271.7
78992,42,1,0,2,10,1996,1,1,2628,243,1,7903591.6
41726,97,0,1,6,3,2016,0,0,8887,131,0,4174598.6
30674,89,0,0,2,5,2010,0,0,3949,489,0,3072660.0
982,83,0,0,7,8,1990,0,0,224,350,0,101341.0
86160,75,0,1,8,4,2004,0,1,5221,168,1,8618638.4
5389,42,0,1,1,8,2017,0,1,2030,939,0,543793.7
79114,18,1,1,10,5,2004,0,0,6519,995,0,7923653.4
43042,42,0,0,4,6,2004,1,1,4004,393,1,4311510.4
36195,8,1,1,10,7,2000,1,0,255,648,0,3634512.0
38500,35,1,0,8,2,1994,0,1,9151,723,0,3859493.4
12508,52,1,0,8,7,1991,1,1,3399,431,0,1258036.1
94799,74,1,0,9,6,2012,0,1,8512,190,0,9484566.2
13192,18,0,1,4,6,2008,1,0,3588,685,1,1327004.8
57369,83,0,1,2,10,2017,1,1,6725,685,1,5740996.7
27474,58,1,0,8,4,1997,0,1,9588,211,0,2752632.7
60056,7,1,1,4,6,2010,0,0,6640,831,0,6014878.0
63977,36,1,1,4,10,1995,1,1,8802,249,0,6407296.5
4087,23,0,1,1,10,2012,0,0,1660,433,1,414319.2
99474,78,0,0,1,1,2016,0,0,4360,852,0,9952430.6
59085,88,0,1,7,8,2014,1,1,349,101,1,5915775.4
11877,86,0,1,1,3,2019,1,0,14,499,0,1189428.9
48659,84,1,0,9,1,2009,0,0,2291,933,0,4872302.9
47144,24,1,0,5,4,1992,1,1,3264,601,0,4723888.2
69764,94,1,1,9,6,2008,0,0,8607,874,0,6986164.8
40116,21,0,0,7,5,1997,1,1,1194,722,1,4015069.7
46292,8,1,0,4,10,1992,1,1,6387,425,0,4635389.2
77359,88,1,0,1,3,1990,1,0,7247,199,1,7744185.0
32455,72,0,0,4,4,2017,1,0,2256,939,1,3247206.7
34395,24,1,0,8,5,1999,1,1,1417,449,0,3442821.9
4922,60,1,1,2,4,2019,0,1,8694,453,1,498519.9
60515,47,1,1,8,6,2018,0,1,2271,710,0,6061337.8
36842,2,0,0,6,5,1990,1,1,9049,910,1,3685346.0
21669,24,0,0,7,5,2005,0,0,1700,419,1,2171545.5
